product_name,main_category_fr,additives_n,nutrition_grade_fr,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
"Crevettes nature crues, décortiquées, surgelées",Crustacés,0.0,a,242.0,0.9,0.3,0.0,0.0,12.3,1.0,-1.0
yaourt Fraise,Yaourts aux fruits,0.0,c,382.0,1.3,0.9,15.0,0.2,3.2,0.1524,3.0
Weizenmehl,Farines de blé,0.0,a,1465.0,1.3,0.2,1.5,2.5,9.3,0.0254,-4.0
Spaghetti,Pâtes alimentaires,0.0,a,1483.0,1.2,0.3,3.2,3.5,12.0,0.0,-5.0
Fusilli,Aliments et boissons à base de végétaux,0.0,a,1483.0,1.2,0.3,3.2,3.5,12.0,0.0,-5.0
Spaghetti Pasta all'uovo ,Pâtes alimentaires,0.0,a,1553.0,3.2,1.2,2.5,2.9,13.0,0.0508,-4.0
Haltbare Vollmilch,Laits,0.0,b,267.0,3.5,2.3,4.8,0.0,3.3,0.13,1.0
Tomates pelées en morceaux,Conserves,1.0,a,95.0,0.1,0.1,3.2,1.3,1.2,0.12,-6.0
Haricots verts extra fins,Conserves,0.0,a,102.0,0.1,0.0,0.5,3.4,1.7,0.85,-7.0
Haricots blancs,Conserves,2.0,a,367.0,0.6,0.3,0.3,6.6,6.4,0.68,-5.0
Cornichons,Pickles,1.0,c,147.0,0.1,0.1,7.1,0.4,0.5,1.8034,3.0
Kondensmilch,Laits,0.0,c,553.0,7.5,5.3,10.2,0.0,6.0,0.28,6.0
Tartines craquantes Froment,Pains,0.0,c,1608.0,3.5,0.7,5.2,4.2,13.0,1.63,7.0
Pain de mie nature,Pains,2.0,b,1118.0,3.8,2.3,4.0,2.8,8.2,1.25,2.0
Jus de pomme Vitafit,Jus-a-base-de-concentre,0.0,b,177.0,0.03,0.01,9.5,0.1,0.1,0.0254,2.0
Riz étuvé long grain,Riz,0.0,a,1455.0,0.5,0.0,0.0,1.5,7.5,0.0,-2.0
Baked beans,Conserves,0.0,a,275.0,0.5,0.1,5.6,3.5,4.7,1.016,-1.0
Potatoes,Conserves,2.0,a,222.0,0.3,0.2,0.4,1.7,1.2,0.127,-7.0
Confiserie FIRENZE cacao,Cakes-marbres,5.0,e,1708.0,20.3,6.8,27.9,0.0,5.2,1.0,21.0
Boules céréales au chocolat,Petit-déjeuners,0.0,c,1640.0,4.0,1.2,29.4,6.9,7.0,0.6604,8.0
Dés de Jambon,Jambons,2.0,c,498.0,4.5,1.8,2.5,0.0,17.0,1.905,5.0
Woolworths Fresh Low Fat Milk,Laits,0.0,a,197.0,1.52,1.0,3.52,0.2,3.8,0.118,-2.0
Macarrão,Pâtes alimentaires,0.0,a,1506.0,1.8,0.4,5.0,3.6,12.0,0.254,-4.0
Jambon cuit sans couenne,Jambons,3.0,c,418.0,2.0,0.8,0.9,0.5,19.0,2.286,5.0
Earl Grey,Thés,0.0,b,2.0,0.1,0.05,0.0,0.05,0.1,0.0,1.0
Knacks,Saucisses,4.0,e,1293.0,28.0,11.0,1.0,0.2,13.0,2.54,23.0
Vitafit Cocktail tropical,Jus de fruits,0.0,c,179.0,0.2,0.0,9.8,0.3,0.3,0.0254,3.0
Whole milk,Laits,0.0,b,290.0,4.0,2.6,4.7,0.5,3.4,0.1,1.0
"Lait demi-écrémé (1,5% M.G)",Laits,0.0,b,193.0,1.5,1.0,4.8,0.0,3.2,0.127,0.0
Kania - Sage & Onion Stuffing,Stuffing,3.0,b,478.0,1.5,0.6,3.2,1.8,3.0,0.85,1.0
Cordons bleus de dinde,Produits panés,6.0,c,962.0,13.0,3.2,1.1,1.8,12.0,1.524,9.0
Citron,Jus de fruits,1.0,b,113.0,0.005,0.0,2.0,0.0,0.4,0.001,-4.0
Yaourt sucré aromatisé (12 Pots) ,Yaourts,0.0,b,329.0,1.9,1.2,13.0,0.0,3.2,0.1016,2.0
Jambon supérieur avec couenne,Jambons,2.0,c,553.0,5.0,1.9,0.5,0.0,20.0,1.9,5.0
"Blanc de Poulet, Cuit à l'étouffée (4 tranches)",Volailles,7.0,c,440.0,1.9,0.6,1.0,1.0,20.0,2.286,4.0
Dés de Jambon Nature,Jambons,2.0,c,544.0,5.0,1.9,1.0,0.0,19.0,1.9,5.0
2 steaks hachés 100 % pur boeuf ,Viandes,0.0,b,878.0,15.0,5.9,0.0,0.0,19.0,0.1524,2.0
Lait demi-écrémé,Laits,0.0,b,190.0,1.5,1.0,4.8,0.0,3.2,0.127,0.0
Compotes Pomme,Desserts,1.0,a,312.0,0.1,0.0,17.0,1.8,0.3,0.0,-4.0
Compote pomme banane ,Desserts,2.0,a,283.0,0.2,0.0,15.0,1.7,0.2,0.254,-3.0
Freeway cola,Sodas,2.0,e,190.0,0.1,0.01,10.9,0.0,0.1,0.0,15.0
Freeway Cola,Sodas,3.0,e,183.0,0.01,0.01,10.7,0.01,0.01,0.0254,15.0
Sauce Tomate,Epicerie,1.0,b,250.0,2.9,0.4,5.4,3.4,1.4,1.1176,1.0
Feines in Aspik,Saucisses,4.0,c,400.0,2.0,0.8,2.0,0.4,16.0,2.25,5.0
Quiche Lorraine à la crème fraîche,Plats préparés,7.0,d,1029.0,14.2,7.4,1.6,0.0,7.0,0.97,14.0
Taboulé oriental à l'huile d'olive vierge extra,Plats préparés,1.0,c,749.0,7.1,0.7,5.3,0.0,4.3,1.2,6.0
Céleri rémoulade au yaourt,Plats préparés,4.0,c,544.0,12.0,0.9,1.8,0.0,1.1,1.4,5.0
Ravioli 100 % Volaille,Plats à base de viande,3.0,b,398.0,2.6,0.8,2.2,0.8,4.0,1.1,2.0
Petits pains grillés froment,Pains,1.0,c,1718.0,8.0,3.2,7.0,4.2,10.0,1.2192,9.0
Pur jus de pomme ,Jus de pomme,0.0,c,197.0,0.1,0.02,10.5,0.2,0.1,0.0254,4.0
Esparguete,Pâtes alimentaires,0.0,a,1506.0,1.8,0.4,5.0,3.6,12.0,0.254,-4.0
Pois chiches,Conserves,1.0,a,494.0,2.4,0.5,1.2,5.0,6.3,0.58,-5.0
British chicken drumsticks,Volailles,0.0,c,972.0,18.0,6.3,0.0,0.0,18.0,0.25,4.0
British chicken thighs,Chicken-thighs,0.0,a,669.0,9.8,2.6,0.0,0.0,18.0,0.25,-1.0
Riz long étuvé,Riz,0.0,b,1454.0,1.0,0.2,0.1,0.8,6.0,0.299999999999999,1.0
Thai Jasmin,Riz,0.0,a,1592.0,1.8,0.6,0.2,1.5,7.7,0.03,-2.0
Yaourt Pêche-Passion,Yaourts aux fruits,0.0,b,360.0,1.3,0.9,13.0,0.2,3.3,0.2032,1.0
Oignons blancs au vinaigre,Légumes frais,2.0,a,192.0,0.1,0.1,8.1,1.5,0.7,0.889,-3.0
Sondey Tostada,Biscuits,4.0,d,1820.0,10.0,5.0,21.0,3.0,6.9,0.78,12.0
Cancoillotte à l'ail (11 % MG),Fromages de France,1.0,d,649.0,11.0,8.0,0.0,0.0,15.0,1.88,11.0
Maquereaux vin blanc,Poissons en conserve,2.0,c,410.0,4.5,3.1,0.1,0.0,14.2,1.3462,4.0
Filets de Maquereaux (A la Moutarde),Poissons en conserve,3.0,c,827.0,16.5,3.4,0.0,0.6,11.3,1.27,5.0
Espirais,Pâtes alimentaires,0.0,a,1506.0,1.8,0.4,5.0,3.6,12.0,0.254,-4.0
Orange,Sodas aux fruits,2.0,e,186.0,0.1,0.1,10.5,0.0,0.0,0.0,14.0
Freeway limonade,Sodas,2.0,e,138.0,0.0,0.0,8.2,0.0,0.0,0.0254,11.0
Instant Noodles Curry Flavour,Plats préparés,1.0,c,620.0,6.3,3.0,0.4,0.8,3.2,0.68,3.0
Instant Noodles Chicken Flavour,Plats préparés,0.0,c,620.0,6.3,3.0,0.3,0.8,3.2,0.66,3.0
Yaourt à l'amande et au café,Yaourts,3.0,d,758.0,11.3,7.3,16.5,0.0,2.8,0.08,12.0
Kap-Seehecht Rosmarin & Olive,la:Merluccius-capensis,0.0,a,350.0,1.04,0.24,0.88,0.8,16.9,0.569,-3.0
Lemon,Sodas,3.0,e,176.0,0.1,0.01,10.3,0.0,0.0,0.0,13.0
Petits pois à l'étuvée,Conserves,0.0,a,381.0,0.9,0.2,4.1,0.0,5.6,0.68,-5.0
Haricots verts extra fin,Surgelés,0.0,a,137.0,0.12,0.12,1.0,4.4,2.0,0.04,-11.0
Blanc de poulet,Volailles,1.0,d,469.0,2.0,0.8,1.3,0.5,20.0,2.54,11.0
Original Schwäbische Eierspätzle,Aliments et boissons à base de végétaux,0.0,a,1573.0,3.7,1.2,3.0,3.1,15.0,0.08,-4.0
Dorada,Biscuits,1.0,e,2020.0,19.1,9.2,18.6,1.5,6.3,0.7366,20.0
Ricotta,Fromages,0.0,c,466.0,8.0,5.6,3.0,0.0,7.0,0.25,3.0
Riz Arborio,Riz,0.0,b,1504.0,0.4,0.1,0.2,0.0,6.7,0.01,0.0
Surtido de encurtidos &quot;Baresa&quot;,Pickles,3.0,c,627.0,16.0,3.0,0.1,2.4,1.0,2.54,5.0
Saucisses de Toulouse,Saucisses,6.0,d,1088.0,22.0,10.0,1.0,0.0,14.0,1.5,18.0
Spécial sandwich nature,Pains,2.0,b,1116.0,4.0,0.5,4.0,3.0,7.5,1.25,0.0
Orange juice from concentrate,Jus d'orange à base de concentré,0.0,c,186.0,0.5,0.0,9.1,0.5,0.5,0.01,4.0
Crevettes Provencal,Crustacés,2.0,b,318.0,3.8,0.8,0.0,0.7,9.7,1.65,2.0
"Quenelles de veau, sauce Financière",Quenelles,7.0,c,446.0,6.0,2.3,0.4,0.4,3.8,1.1,5.0
Lait écrémé,Laits,0.0,b,143.0,0.2,0.1,4.8,0.0,3.2,0.127,0.0
Crème aux œufs - Saveur vanille,Desserts,2.0,c,601.0,7.0,4.2,14.2,0.0,3.5,0.13,6.0
Coco Shells,Petit-déjeuners,0.0,c,1617.0,2.1,1.0,28.8,5.0,8.8,0.68,7.0
Pain de mie spécial sandwich nature ,Pains,2.0,b,1116.0,4.0,0.5,4.0,3.0,7.5,1.25,0.0
Pâte brisée,Pâtes à tarte,2.0,d,1573.0,20.3,8.3,3.0,0.9,5.9,1.0922,15.0
Seasoned mixed vegetables - Italian style,Frozen-vegetables-mix,0.0,b,188.0,2.1,0.6,3.0,1.9,2.3,0.9398,1.0
Seasoned mixed vegetables - oriental style,Surgelés,0.0,a,229.0,2.7,1.7,3.5,3.0,2.0,0.9144,-6.0
Ice tea peche,Boissons,1.0,e,130.0,0.1,0.1,7.5,0.0,0.1,0.0,10.0
Zumo de manzana exprimido ecológico &quot;Biotrend&quot;,Jus de pomme,0.0,c,200.0,0.1,0.02,10.5,0.2,0.1,0.0254,4.0
Tortelloni Fleisch,Pâtes alimentaires,1.0,b,971.0,7.0,2.1,0.4,1.9,9.6,0.83,0.0
British Lamb loin chops ,Viandes,0.0,d,1150.0,23.0,10.8,0.0,0.0,17.5,0.1524,13.0
Préparation pour Pain Ciabatta,Backmischung,4.0,a,967.0,1.5,0.3,2.7,3.0,8.3,1.45,-1.0
Préparation pour pain paysan,Farines,4.0,a,968.0,0.9,0.2,1.6,4.8,7.7,1.524,-1.0
vitafit  Multi-vitamin,Jus de fruits à base de concentré,3.0,c,220.0,0.1,0.02,11.2,0.8,0.4,0.0254,5.0
Jambon supérieur,Jambons,1.0,c,477.0,3.0,1.1,0.7,0.0,21.0,1.9,5.0
Mouliné de 7 légumes variés,Soupes,1.0,b,136.0,1.2,0.6,1.4,1.7,1.0,0.762,0.0
Hähnchenschnitzel,Huhn,1.0,b,848.0,8.7,0.9,0.8,0.9,16.0,1.3,1.0
Müsli Schoko,Petit-déjeuners,1.0,c,1767.0,12.5,4.8,26.1,7.3,9.9,0.05,9.0
Energy Drink,Sodas,5.0,e,190.0,0.1,0.1,10.1,0.1,0.4,0.254,15.0
Frikadellen mini,Frikadellen,1.0,e,1139.0,21.5,8.5,1.5,0.4,13.5,2.0,19.0
Chips nature,Chips et frites,0.0,c,2276.0,34.0,2.7,0.5,4.0,6.0,1.524,9.0
Salsichas Frankfurt,Saucisses,0.0,d,664.0,11.5,4.0,0.1,0.1,10.0,2.032,12.0
"Milbona Haltbare fettarme Milch 1,5%",H-milch,0.0,b,195.0,1.6,1.0,4.8,0.0,3.2,0.13,0.0
Quenelles lyonnaises gourmandes nature,Quenelles,0.0,b,738.0,8.1,1.1,4.2,1.0,6.9,0.95758,2.0
Barres céréales chocolat,Snacks sucrés,2.0,d,1902.0,17.3,9.8,29.5,4.9,8.7,0.254,16.0
Barres céréales canneberge,Snacks sucrés,2.0,d,1637.0,7.4,5.8,29.6,4.6,6.4,0.3556,11.0
Barres de céréales Noisette + Amande,Snacks sucrés,2.0,c,1755.0,17.6,8.5,1.1,5.2,8.2,0.4,9.0
Chips saveur paprika,Chips et frites,1.0,d,2280.0,35.0,3.3,1.4,5.0,5.4,1.74,11.0
L'Onctueux Pêche-Passion,Desserts,4.0,d,684.0,10.3,7.0,15.2,0.2,2.4,0.1016,11.0
Spécial Sandwich complet,Pains de mie complet,2.0,a,1074.0,5.0,0.5,4.0,7.0,8.0,1.25,-1.0
Instant noodles ,Aliments et boissons à base de végétaux,2.0,c,620.0,6.3,3.0,0.3,0.8,3.2,0.68,3.0
Ensaladilla congelada &quot;Barnetti&quot;,Surgelés,0.0,a,286.0,0.2,0.1,7.3,2.4,2.5,0.0762,-8.0
Judías verdes planas troceadas congeladas &quot;Barnetti&quot;,Surgelés,0.0,a,136.0,0.1,0.04,1.2,3.0,1.9,0.0,-10.0
Boules céréales au cacao,Petit-déjeuners,0.0,c,1615.0,4.0,1.2,26.9,8.0,8.5,0.68,7.0
Fruit hoops,Petit-déjeuners,1.0,c,1624.0,1.5,0.3,25.0,3.1,6.1,0.65,7.0
Escalopes de porc ,Viandes,0.0,a,468.0,3.0,1.4,0.0,0.0,21.0,0.1524,-3.0
DRINK!! Morango Banana,Yaourts à boire,0.0,b,312.0,0.8,0.5,12.8,0.0,2.9,0.127,1.0
Macaroni,Pâtes alimentaires,0.0,a,1483.0,1.2,0.3,3.2,3.5,12.5,0.0,-5.0
Biscuits Petit Déjeuner Céréales & chocolat,Petit-déjeuners,4.0,d,1934.0,18.0,4.0,29.0,6.5,9.0,0.635,11.0
"Filet de colin à la méditerranéenne, Surgelé",Surgelés,4.0,a,423.0,6.0,1.7,1.2,0.1,9.9,0.508,-1.0
Crème Dessert saveur Vanille,Desserts,3.0,c,467.0,3.0,2.0,15.3,0.07,3.1,0.13,4.0
Crème dessert chocolat,Desserts au chocolat,1.0,c,550.0,3.4,2.2,18.3,0.9,3.8,0.1524,4.0
"Mozzarella allégée (8,5% MG)",Fromages de vache,1.0,c,689.0,8.5,6.0,1.5,0.0,20.5,0.762,5.0
Mousse au Chocolat Noir,Desserts au chocolat,3.0,c,576.0,3.7,2.4,19.7,2.1,4.8,0.19,3.0
zarte Heringsfilets in Tomatensauce,Poissons en conserve,0.0,c,774.0,12.2,2.1,4.8,0.1,11.8,1.27,5.0
Pizza Jambon Emmental,Plats préparés,5.0,b,824.0,4.7,3.0,2.5,2.2,10.4,1.6002,2.0
Tarallini 14% olio d'oliva,Snacks salés,0.0,d,1871.0,13.5,2.0,3.2,0.0,8.5,2.35,16.0
Bio Weizen Mehl Type 550,Farines de blé,0.0,a,1483.0,1.2,0.2,1.2,4.3,10.6,0.01,-6.0
Bio Fusille,Aliments et boissons à base de végétaux,0.0,a,1483.0,1.2,0.3,3.2,3.5,12.0,0.0,-5.0
Natural breadcrumbs,Pains,0.0,b,1512.0,1.6,0.9,3.1,5.2,13.0,1.5,0.0
"Filets de pangas, surgelés",Poissons,0.0,a,318.0,0.6,0.1,0.0,0.0,17.7,0.1778,-5.0
"Mayonnaise à la moutarde de Dijon, allégée",Epicerie,6.0,d,1643.0,39.1,3.0,6.1,0.1,1.4,1.778,14.0
Spaghetti Bolognese,Plats à base de viande,5.0,a,415.0,2.4,1.03,1.4,1.71,6.51,0.726,-1.0
Poulet au curry,Plats à base de viande,3.0,b,434.0,3.0,1.66,0.914,1.91,5.91,0.798,0.0
Bebida de soja - DESCATALOGADO,Laits,5.0,a,191.0,1.8,0.3,3.7,0.5,3.2,0.1016,-1.0
Bebida de soja con chocolate - DESCATALOGADO,Laits,4.0,a,257.0,1.8,0.4,7.6,0.8,3.1,0.127,-1.0
Bio-Veggie-Burger,Sandwichs,2.0,c,949.0,8.4,0.9,2.3,4.1,20.8,2.2,6.0
Petits pois et carottes (extra fins),Conserves,0.0,a,199.0,0.2,0.1,2.8,4.0,2.2,0.37,-7.0
Melanzane al Pomodoro,Surgelés,0.0,a,252.0,3.4,0.5,4.2,3.5,1.6,0.50038,-7.0
Gefrorene Waldbeeren &quot;Green Grocer's&quot;,Surgelés,0.0,a,221.0,0.7,0.3,8.3,1.9,1.3,0.0254,-6.0
Joghurt mild,Yaourts,0.0,b,282.0,3.5,2.4,4.6,0.0,3.9,0.15,1.0
CROWNI,Snacks sucrés,3.0,d,1710.0,9.5,6.4,29.5,5.8,6.4,0.96,16.0
Fricadelle de Volaille - Dinde & Poulet,Plats à base de viande,1.0,d,998.0,15.1,4.5,1.0,0.0,14.0,1.95,14.0
Vollkorntaost,Pains de mie complet,1.0,a,1082.0,4.5,0.5,3.0,6.5,8.8,1.27,-2.0
Pilau Rice - Microwaveable,Riz,1.0,b,668.0,2.8,0.4,0.5,1.1,3.7,0.48,0.0
Scottish cooked mussels in white wine sauce,Plats préparés,1.0,c,355.0,4.1,2.3,1.0,0.8,8.3,1.6002,3.0
Scottish cooked mussels,Produits de la mer,1.0,c,365.0,4.0,2.5,0.5,0.5,7.6,1.6256,6.0
Petits pains grillés au blé complet,Pains,1.0,c,1652.0,6.8,2.5,4.4,6.4,11.4,1.65,8.0
"Biscuits aux céréales, aux pépites de chocolat et au lait",Petit-déjeuners,4.0,d,1975.0,19.0,4.0,26.0,6.0,8.0,0.92,12.0
Lasagnes à la Bolognaise,Plats à base de viande,1.0,c,679.0,9.1,3.5,2.2,2.0,7.0,1.18,4.0
Chili con Carne,Plats à base de viande,1.0,a,459.0,2.5,0.8,1.4,2.0,5.1,0.88,-1.0
"Sauce aux 3 Poivres (Poivres vert, noir et blanc)",Epicerie,2.0,c,147.0,1.0,0.5,0.7,0.6,1.1,0.8,3.0
Bio-Apfel Direktsaft,Jus de pomme,1.0,c,201.0,0.1,0.1,10.5,0.2,0.1,0.01,4.0
Bockwurst,Saucisses,3.0,e,1204.0,26.0,9.8,1.0,0.5,12.0,1.9,20.0
Bio-Conchiglioni,Aliments et boissons à base de végétaux,0.0,a,1528.0,1.5,0.6,0.2,3.4,12.0,0.02,-5.0
Basmati Reis Traditionell,Riz,0.0,a,1490.0,1.0,0.3,0.2,1.0,8.0,0.01,-1.0
Darjeeling Bio,Thés,0.0,c,3.0,0.0,0.0,0.02,0.0,0.0,0.0,2.0
Italian style salad,Salad,0.0,a,61.0,0.5,0.1,1.7,1.0,0.9,0.0,-1.0
Chips Paprika,Chips et frites,4.0,d,2175.0,30.0,3.3,1.8,2.7,4.4,1.778,13.0
Cornwall Fenchel-Anis-Kümmel,Infusions,0.0,c,3.0,0.1,0.1,0.1,0.1,0.1,0.01,2.0
Soufflés de Lyon nature,Quenelles,0.0,c,857.0,12.2,3.2,0.0,1.2,7.5,0.889,3.0
Soufflés de Lyon brochet,Quenelles,0.0,b,843.3,12.2,1.4,3.27,0.27,7.5,0.6858,1.0
British speciality potatoes,Légumes frais,0.0,a,346.0,0.2,0.0,0.6,1.3,2.1,0.0,-6.0
Fromage blanc saveur vanille,Fromages blancs,5.0,b,406.0,2.2,1.5,14.0,0.0,5.4,0.08,2.0
Fromage blanc 20 % nature,Fromages blancs,0.0,a,305.0,3.3,2.0,3.9,0.0,7.3,0.1,-3.0
Pitted black olives,Pickles,1.0,c,560.0,15.0,2.6,0.0,2.5,0.5,2.032,8.0
Crudités Poulet sauce Caesar,Salades composées,7.0,a,360.0,5.0,1.0,1.37,0.0,5.0,0.41,-1.0
Steinofen Pizza Edel-Salami,Surgelés,2.0,b,911.0,7.5,3.0,3.7,2.3,9.1,1.33,1.0
Mousse au fromage frais,Desserts,6.0,c,550.0,5.1,3.5,15.3,0.07,5.7,0.254,5.0
carrots,Légumes frais,0.0,a,123.0,0.5,0.2,5.5,2.8,0.5,0.07,-7.0
Lasagnes à la bolognaise ,Plats préparés,2.0,c,756.0,9.2,4.1,3.5,0.8,8.9,0.84,3.0
Deutsches Kartoffelpüree,Purées de pommes de terre,0.0,a,1492.0,0.6,0.4,0.8,4.6,8.3,0.254,-5.0
Darjeeling,Thés,0.0,c,3.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0
Rooibos Natur,Infusions,0.0,c,3.0,0.0,0.0,0.02,0.0,0.0,0.0,2.0
Menestra suprema congelada,Surgelés,0.0,a,202.0,0.2,0.1,2.7,3.2,3.2,0.0762,-5.0
Zaziki-Quark,Epicerie,0.0,c,567.0,10.2,4.9,3.4,0.1,7.5,0.85,4.0
Pizza jambon fromages,Plats préparés,4.0,b,876.0,4.6,3.0,3.0,2.2,9.9,1.4732,2.0
Bio-Orangensaft,Jus d'orange,1.0,c,187.0,0.0,0.0,9.0,0.0,0.7,0.0,3.0
Jeunes carottes extra fines,Conserves,0.0,a,127.0,0.7,0.1,3.5,2.0,0.4,0.23,-6.0
Brassé nature (8 pots),Yaourts entiers,0.0,b,285.0,3.2,2.0,5.0,0.0,4.0,0.14,0.0
Speisequark 40% Fett i. Tr.,Fromages,0.0,b,596.0,10.0,6.6,4.3,0.0,9.0,0.1,2.0
Frische Vollmilch,Laits,0.0,b,267.0,3.5,2.3,4.8,0.0,3.3,0.13,1.0
Eis-Sandwich Classic,Glaces,4.0,c,608.0,9.1,7.5,11.7,0.4,1.5,0.09,10.0
Bio-Apfel-Bananenmark,Desserts,0.0,a,295.0,0.4,0.1,13.1,1.9,0.5,0.01,-5.0
Bio-Apfel-Aprikosenmark,Desserts,0.0,a,247.0,0.3,0.1,10.7,1.7,0.5,0.01,-5.0
Bio-Apfel-Mangomark,Desserts,0.0,a,265.0,0.4,0.1,11.8,1.8,0.4,0.01,-5.0
Compotes pomme nature,Desserts,2.0,a,266.0,0.2,0.0,14.0,1.9,0.3,0.0,-4.0
Compotes pomme-fraise,Desserts,1.0,a,267.0,0.2,0.0,14.0,1.9,0.4,0.0,-4.0
Compote pomme poire,Desserts,2.0,a,268.0,0.2,0.0,14.0,2.2,0.3,0.0,-5.0
Compote en gourdes Pomme Banane,Desserts,2.0,a,271.0,0.2,0.0,14.0,2.1,0.5,0.0,-4.0
Eau minérale naturelle,Eaux,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tortelloni Funghi,Pâtes alimentaires,5.0,a,801.0,2.5,0.5,2.5,2.5,8.5,1.2,-1.0
Fish soup with Norwegian lobster,Soupes,1.0,b,150.0,1.1,0.3,0.5,1.3,5.3,1.0,0.0
Nectar d'orange à base de concentré,Nectars de fruits,1.0,e,142.0,0.03,0.01,7.6,0.4,0.4,0.0254,11.0
Compotes Pomme Fraise,Desserts,1.0,a,318.0,0.2,0.0,17.0,1.8,0.4,0.0,-4.0
Thé vert à la menthe,Thés verts,0.0,c,3.0,0.0,0.0,0.02,0.0,0.0,0.0,2.0
Thé au citron,Thés,0.0,c,3.0,0.0,0.0,0.02,0.0,0.0,0.0,2.0
Verveine orange,Infusions,0.0,c,3.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0
Plein sud Orange,Boissons,4.0,e,175.0,0.1,0.1,10.0,0.0,0.1,0.0,13.0
Boisson Pomme Fruits Rouges,Boissons,2.0,e,176.0,0.1,0.1,10.2,0.0,0.1,0.0,13.0
Exotique,Boissons,0.0,e,181.0,0.1,0.1,10.0,0.0,0.1,0.0,14.0
Frische Bio-Vollmilch,Laits,0.0,b,278.0,3.8,2.5,4.8,0.0,3.3,0.13,1.0
Canard aux cèpes,Plats à base de viande,3.0,b,459.0,6.3,2.0,2.4,0.4,10.3,1.1,1.0
Coleslaw (chou blanc & carottes râpées),Salades composées,3.0,c,401.0,6.2,0.4,6.2,0.0,1.0,1.1,4.0
Méli-Mélo de Carottes et de Céleri,Salades composées,4.0,c,364.0,6.0,0.4,4.1,0.0,1.2,1.03,3.0
Pétales goût salé,Snacks salés,1.0,d,2035.0,22.0,1.6,0.5,3.5,5.2,2.54,13.0
Croustillants Cacahuète,Snacks salés,0.0,c,2043.0,22.5,2.8,2.2,3.0,15.0,1.6,10.0
"Petits Suisses 10,1% Mat. Gr.",Desserts,1.0,c,565.0,10.1,6.6,3.0,0.0,7.9,0.1,3.0
Riz à la méditerranéenne au micro-ondes,Plats préparés,0.0,a,747.0,2.9,0.3,2.4,2.6,4.2,0.6,-1.0
Veggie Bällchen,Plats préparés,2.0,a,676.0,3.9,0.5,1.1,3.8,17.7,1.7,-1.0
Pão de Forma Clássico,Pains,6.0,a,1106.0,3.0,0.5,3.2,3.0,9.1,0.95,-2.0
Pão de Forma Integral,Pains,4.0,a,1092.0,4.5,0.7,3.2,7.1,9.9,0.93,-3.0
Bio-Früchtemus Apfel,Jus de fruits à base de concentré,1.0,c,240.0,0.1,0.1,11.6,1.4,0.3,0.1,5.0
Nectar de pomme et de canneberge,Boissons,1.0,e,183.0,0.1,0.03,10.2,0.1,0.1,0.0254,12.0
Frucht-Bande Fünf Apfel-Kirsch,Jus et nectars de fruits,0.0,d,101.0,0.1,0.02,5.0,0.1,0.1,0.007,8.0
Mélange de jus de fruits,Jus de fruits,2.0,c,192.0,0.03,0.01,9.9,0.3,0.3,0.01,4.0
Couscous royal,Plats à base de viande,5.0,a,399.0,3.8,1.14,2.4,2.11,7.2,0.798,-2.0
Hachis parmentier,Plats à base de viande,7.0,b,404.0,3.6,1.6,1.0,1.4,4.5,0.762,2.0
Ice Cream Sandwich Classico,Glaces,4.0,d,1201.0,9.8,6.8,21.7,0.0,5.6,0.2,13.0
Cranberry & raspberry juice drink,Jus de fruits,2.0,c,205.0,0.0,0.0,11.6,0.0,0.0,0.0,5.0
Yaourt Pomme,Yaourts aux fruits,0.0,c,364.0,1.4,0.9,14.0,0.2,3.2,0.1524,3.0
6 pork sausages ,Saucisses,6.0,d,1336.0,26.0,10.0,1.4,0.9,19.0,1.19888,16.0
6 Cumberland Sausages,Saucisses,3.0,c,1284.0,23.4,8.3,1.3,1.5,21.4,0.3302,10.0
Tagliatelle à l'Ail des Ours,Pâtes alimentaires,0.0,a,1488.0,1.5,0.5,3.0,4.8,12.0,0.02,-6.0
Muesli Croustillant aux fruits / Crunchy Muesli with mixed fruit,Petit-déjeuners,3.0,d,1862.0,15.0,7.4,25.0,5.6,8.7,0.2,12.0
Muesli croustillant aux éclats de chocolat,Petit-déjeuners,1.0,d,1928.0,17.3,7.0,20.0,5.7,8.6,0.25,11.0
Master crumble chocolat noisette,Petit-déjeuners,2.0,c,1933.0,17.0,6.8,22.0,5.7,10.0,0.2032,10.0
Muesli,Petit-déjeuners,0.0,c,1623.0,10.1,5.3,27.2,6.9,7.8,0.05,9.0
Galletas Digestive Naranja & Soja,Biscuits,5.0,d,2011.0,21.0,10.0,18.0,4.0,6.7,1.3,18.0
Galletas Digestive,Biscuits,2.0,e,2025.0,21.0,10.0,18.0,3.0,6.0,1.6,20.0
Galletas Digestive Avena,Biscuits,2.0,d,2021.0,22.0,10.0,22.0,6.4,7.0,1.0,18.0
Jus d'orange,Jus d'orange à base de concentré,1.0,c,181.0,0.06,0.02,8.8,0.7,0.7,0.0254,3.0
Special Flakes Red Berries,Petit-déjeuners,0.0,a,1603.0,1.0,0.3,13.3,3.9,12.0,0.6604,-2.0
British Pork Loin Chops ,Viandes,0.0,c,1119.0,21.7,8.0,0.0,0.0,18.6,0.127,5.0
